TOM TAT CHI TIET ON THI	TÓM TẮT CHI TIẾT ÔN THI
Quy trinh	Quy trình
quan tri theo muc tieu	quản trị theo mục tiêu
can do bang chi so	cần đo bằng chỉ số
gan voi chien luoc	gắn với chiến lược
Ke toan tai chinh	Kế toán tài chính
bao cao cho ben ngoai	báo cáo cho bên ngoài
co dong, chu no, co quan	cổ đông, chủ nợ, cơ quan
Nguyen tac so kep	Nguyên tắc sổ kép
Bao cao chinh	Báo cáo chính
Bang can doi	Bảng cân đối
doanh thu - chi phi = lai/lo	doanh thu - chi phí = lãi/lỗ
dong tien	dòng tiền
Khau hao	Khấu hao
phan bo nguyen gia TSCD qua nhieu ky	phân bổ nguyên giá TSCĐ qua nhiều kỳ
Ton kho	Tồn kho
anh huong gia von va lai	ảnh hưởng giá vốn và lãi
Chi so	Chỉ số
thanh toan ngan han	thanh toán ngắn hạn
De hay hoi doc hieu so lieu co ban	Đề hay hỏi đọc hiểu số liệu cơ bản
Ke toan quan tri	Kế toán quản trị
phuc vu ra quyet dinh noi bo	phục vụ ra quyết định nội bộ
khong bat buoc mau nhu tai chinh	không bắt buộc mẫu như tài chính
Chi phi co dinh / bien doi	Chi phí cố định / biến đổi
diem hoa von	điểm hòa vốn
dinh phi / (don gia - bien phi don vi)	định phí / (đơn giá - biến phí đơn vị)
Lap ngan sach	Lập ngân sách
so sanh thuc te - dinh muc	so sánh thực tế - định mức
tinh phi theo hoat dong	tính phí theo hoạt động
muc hieu	mức hiểu
Xac suat, ky vong, phuong sai, phan phoi chuan	Xác suất, kỳ vọng, phương sai, phân phối chuẩn
nen cho quyet dinh rui ro	nền cho quyết định rủi ro
To hop/chinh hop, tap hop	Tổ hợp/chỉnh hợp, tập hợp
Sai so tinh toan may	Sai số tính toán máy
lam tron, cat bot, tran so	làm tròn, cắt bớt, tràn số
lien he chuong hardware	liên hệ chương hardware
quy hoach tuyen tinh	quy hoạch tuyến tính
ham muc tieu voi rang buoc tuyen tinh	hàm mục tiêu với ràng buộc tuyến tính
nghiem o dinh mien kha thi	nghiệm ở đỉnh miền khả thi
mang cong viec	mạng công việc
thoi gian som/muon	thời gian sớm/muộn
duong critical path	đường critical path
kep thoi gian du an	kép thời gian dự án
Rat hay thi	Rất hay thi
ton kho	tồn kho
hang doi	hàng đợi
co ban	cơ bản
cay quyet dinh	cây quyết định
bai toan van tai/gan cap	bài toán vận tải/gán cặp
nghien cuu thoi gian/dong tac	nghiên cứu thời gian/động tác
nang nang suat san xuat	nâng năng suất sản xuất
uu tien 80/20	ưu tiên 80/20
nhan qua	nhân quả
bo sung phan tich dinh tinh	bổ sung phân tích định tính
quan he chat luong lo hang va xac suat chap nhan trong lay mau	quan hệ chất lượng lô hàng và xác suất chấp nhận trong lấy mẫu
chat luong toan dien	chất lượng toàn diện
Phan tich kinh doanh	Phân tích kinh doanh
ty so tai chinh	tỷ số tài chính
du bao cau	dự báo cầu
hoi quy	hồi quy
ho tro ra quyet dinh	hỗ trợ ra quyết định
Phap ly, compliance, tieu chuan	Pháp lý, compliance, tiêu chuẩn
So huu tri tue	Sở hữu trí tuệ
ban quyen phan mem/tai lieu	bản quyền phần mềm/tài liệu
sang che	sáng chế
chong canh tranh khong lanh manh	chống cạnh tranh không lành mạnh
Luat lien quan bao mat	Luật liên quan bảo mật
truy cap may tinh trai phep	truy cập máy tính trái phép
bao ve du lieu ca nhan	bảo vệ dữ liệu cá nhân
chu ky dien tu	chữ ký điện tử
toi pham mang	tội phạm mạng
theo khung quoc gia	theo khung quốc gia
Lao dong va giao dich	Lao động và giao dịch
hop dong lao dong	hợp đồng lao động
khoan thau phu	khoán thầu phụ
thuong mai dien tu	thương mại điện tử
bao ve nguoi tieu dung	bảo vệ người tiêu dùng
tuan thu phap luat + quy che noi bo + dao duc	tuân thủ pháp luật + quy chế nội bộ + đạo đức
co kenh to giac noi bo	có kênh tố giác nội bộ
chong hoi lo	chống hối lộ
Tieu chuan	Tiêu chuẩn
thuc te thi truong	thực tế thị trường
Chung nhan	Chứng nhận
Chien luoc kinh doanh	Chiến lược kinh doanh
chien luoc cong nghe va mo hinh nganh	chiến lược công nghệ và mô hình ngành
Ky thuat chien luoc	Kỹ thuật chiến lược
cach dat muc tieu kinh doanh dua tren triet ly cong ty	cách đạt mục tiêu kinh doanh dựa trên triết lý công ty
xay dung vi the thi truong	xây dựng vị thế thị trường
Lien he	Liên hệ
thay doi huong di	thay đổi hướng đi
so voi best practice/doi thu manh	so với best practice/đối thủ mạnh
tham linh vuc moi	thâm lĩnh vực mới
tao synergy	tạo synergy
ban hang, san xuat, dau tu, quan tri	bán hàng, sản xuất, đầu tư, quản trị
theo chat/luong nguon luc	theo chất/lượng nguồn lực
thi phan #1	thị phần #1
chien luoc toan dien	chiến lược toàn diện
tan cong khac biet	tấn công khác biệt
chuyen biet ngach	chuyên biệt ngách
bat chuoc, giam gia	bắt chước, giảm giá
tap trung vao nang luc cot loi kho sao chep	tập trung vào năng lực cốt lõi khó sao chép
hai long KH	hài lòng KH
va loi the canh tranh	và lợi thế cạnh tranh
lien ket khong von	liên kết không vốn
co von	có vốn
chuoi gia tri	chuỗi giá trị
doi thu cung cong doan	đối thủ cùng công đoạn
thiet ke, thue SX	thiết kế, thuê SX
nuoc re nhan cong	nước rẻ nhân công
giam chi phi nhung kho kiem soat tu xa	giảm chi phí nhưng khó kiểm soát từ xa
Nghien cuu thi truong	Nghiên cứu thị trường
thuong hieu	thương hiệu
quan he khach hang lau dai	quan hệ khách hàng lâu dài
Dat muc tieu do duoc	Đặt mục tiêu đo được
nhieu chieu	nhiều chiều
tai chinh, KH, quy trinh, hoc hoi	tài chính, KH, quy trình, học hỏi
He thong ho tro	Hệ thống hỗ trợ
tong the tai nguyen	tổng thể tài nguyên
chuoi cung ung	chuỗi cung ứng
tri thuc	tri thức
Chien luoc cong nghe	Chiến lược công nghệ
phai thang hang business strategy	phải thẳng hàng business strategy
duong cong S cua cong nghe	đường cong S của công nghệ
quan ly bang sang che	quản lý bằng sáng chế
chuyen giao cong nghe	chuyển giao công nghệ
danh gia cong nghe	đánh giá công nghệ
Nganh va e-business	Ngành và e-business
cac hoat dong tao gia tri	các hoạt động tạo giá trị
canh tranh nganh	cạnh tranh ngành
doi thu moi	đối thủ mới
thay the	thay thế
quyen ban/mua	quyền bán/mua
tai thiet ke quy trinh de nhay vot hieu qua	tái thiết kế quy trình để nhảy vọt hiệu quả
khac cai tien nho kaizen	khác cải tiến nhỏ kaizen
san thuong mai	sàn thương mại
thanh toan dien tu	thanh toán điện tử
phan mem	phần mềm
nen tang	nền tảng
ha tang	hạ tầng
desktop ao	desktop ảo
Thiet bi tieu dung & cong nghiep	Thiết bị tiêu dùng & công nghiệp
IT nhung vao san pham vat ly	IT nhúng vào sản phẩm vật lý
Chien luoc he thong thong tin khop voi chien luoc kinh doanh	Chiến lược hệ thống thông tin khớp với chiến lược kinh doanh
phe duyet	phê duyệt
ke hoach tin hoc hoa tong the	kế hoạch tin học hóa tổng thể
Quy trinh IS Strategy	Quy trình IS Strategy
dung CNTT the nao de thuc thi	dùng CNTT thế nào để thực thi
hieu qua	hiệu quả
Quy trinh	Quy trình
xac nhan business strategy	xác nhận business strategy
khao sat moi truong & hien trang nghiep vu	khảo sát môi trường & hiện trạng nghiệp vụ
chien luoc co ban	chiến lược cơ bản
hinh anh nghiep vu moi	hình ảnh nghiệp vụ mới
pham vi & muc tieu dau tu	phạm vi & mục tiêu đầu tư
de xuat	đề xuất
phe duyet	phê duyệt
trien khai/giam sat/danh gia	triển khai/giám sát/đánh giá
chinh sach toi uu tong the + ke hoach	chính sách tối ưu tổng thể + kế hoạch
Can: chinh sach IT governance	Cần: chính sách IT governance
nguyen tac dau tu	nguyên tắc đầu tư
muc tieu toi uu gan business	mục tiêu tối ưu gắn business
tam nhin to-be	tầm nhìn to-be
chinh sach doi to chuc/quy trinh	chính sách đổi tổ chức/quy trình
chinh sach an ninh	chính sách an ninh
kha nang to chuc dinh huong IT strategy	khả năng tổ chức định hướng IT strategy
de tao loi the canh tranh va kiem soat rui ro IT	để tạo lợi thế cạnh tranh và kiểm soát rủi ro IT
muc do chin muoi quy trinh	mức độ chín muồi quy trình
khung vong doi phan mem/giao dich phat trien	khung vòng đời phần mềm/giao dịch phát triển
Phan tich as-is / to-be	Phân tích as-is / to-be
cai tien lien tuc hoac BPR	cải tiến liên tục hoặc BPR
ban giai phap tong the	bán giải pháp tổng thể
goi + tu van + tich hop	gói + tư vấn + tích hợp
khong chi ban goi mem roi	không chỉ bán gói mềm rời
Lua chon package / custom / cloud / SOA tuy yeu cau va nguon luc	Lựa chọn package / custom / cloud / SOA tùy yêu cầu và nguồn lực
Lap ke hoach, yeu cau, mua sam	Lập kế hoạch, yêu cầu, mua sắm
Ke hoach tin hoc hoa tung he thong	Kế hoạch tin học hóa từng hệ thống
muc tieu, ngan sach, lich, chat luong	mục tiêu, ngân sách, lịch, chất lượng
feasibility ky thuat - kinh te - van hanh	feasibility kỹ thuật - kinh tế - vận hành
hieu nang, bao mat, kha dung	hiệu năng, bảo mật, khả dụng
Ky thuat	Kỹ thuật
phong van, workshop, quan sat, prototype	phỏng vấn, workshop, quan sát, prototype
cham thau nha cung cap	chấm thầu nhà cung cấp
hop dong, tieu chi nghiem thu	hợp đồng, tiêu chí nghiệm thu
canh bao vendor lock-in va offshore	cảnh báo vendor lock-in và offshore
tu dinh nghia yeu cau den bao tri/huy	từ định nghĩa yêu cầu đến bảo trì/hủy
phuong phap, thiet ke, cau hinh	phương pháp, thiết kế, cấu hình
dinh nghia cac process vong doi he thong	định nghĩa các process vòng đời hệ thống
System requirements can ro	System requirements cần rõ
pham vi, chuc nang	phạm vi, chức năng
tin cay, an ninh, giao dien	tin cậy, an ninh, giao diện
rang buoc thiet ke, moi truong, chat luong	ràng buộc thiết kế, môi trường, chất lượng
Danh gia requirements	Đánh giá requirements
Co the dung prototype/simulation	Có thể dùng prototype/simulation
nhieu nguoi phat hien loi som	nhiều người phát hiện lỗi sớm
co moderator chiu trach nhiem	có moderator chịu trách nhiệm
Cap do test	Cấp độ test
moi giai doan thiet ke tuong ung 1 cap test	mỗi giai đoạn thiết kế tương ứng 1 cấp test
theo dac ta, khong nhin code	theo đặc tả, không nhìn code
theo cau truc code	theo cấu trúc code
chay lai sau khi sua	chạy lại sau khi sửa
dung dac ta	đúng đặc tả
dung nhu cau that	đúng nhu cầu thật
sua loi	sửa lỗi
thich nghi moi truong moi	thích nghi môi trường mới
cai tien chuc nang/hieu nang	cải tiến chức năng/hiệu năng
ngan loi tuong lai	ngăn lỗi tương lai
go he thong	gỡ hệ thống
xoa an toan du lieu	xóa an toàn dữ liệu
ket thuc license	kết thúc license
luu tru ho so can thiet	lưu trữ hồ sơ cần thiết
Phuong phap va thiet ke	Phương pháp và thiết kế
Mo hinh quy trinh	Mô hình quy trình
tuan tu	tuần tự
rui ro	rủi ro
lap, phan hoi nhanh	lặp, phản hồi nhanh
module, coupling thap (tot), cohesion cao (tot)	module, coupling thấp (tốt), cohesion cao (tốt)
metric loi/phuc tap	metric lỗi/phức tạp
Moi truong & cau hinh	Môi trường & cấu hình
Quan ly ban quyen/thu vien/OSS dung trong du an	Quản lý bản quyền/thư viện/OSS dùng trong dự án
tranh vi pham license	tránh vi phạm license
Tach moi truong	Tách môi trường
chuan hoa cong cu	chuẩn hóa công cụ
xac dinh CI	xác định CI
yeu cau thay doi	yêu cầu thay đổi
danh gia tac dong	đánh giá tác động
phe duyet	phê duyệt
thuc hien	thực hiện
Kien truc 3 lop	Kiến trúc 3 lớp
trinh bay	trình bày
nghiep vu	nghiệp vụ
du lieu	dữ liệu
HTTP khong trang thai	HTTP không trạng thái
duy tri dang nhap	duy trì đăng nhập
Can HTTPS	Cần HTTPS
Rui ro	Rủi ro
bat buoc biet bien phap phong	bắt buộc biết biện pháp phòng
de mo rong	để mở rộng
Du an la hoat dong co thoi han	Dự án là hoạt động có thời hạn
tao san pham/dich vu la	tạo sản phẩm/dịch vụ lạ
PM de dat QCD trong rang buoc	PM để đạt QCD trong ràng buộc
Muc tieu va khai niem	Mục tiêu và khái niệm
tam thoi	tạm thời
tao deliverable la	tạo deliverable lạ
ap dung kien thuc/ky nang/cong cu theo PDCA de thanh cong	áp dụng kiến thức/kỹ năng/công cụ theo PDCA để thành công
Rang buoc cot loi	Ràng buộc cốt lõi
thoi han	thời hạn
Them pham vi, rui ro, tai nguyen	Thêm phạm vi, rủi ro, tài nguyên
Dac diem	Đặc điểm
lam ro dan	làm rõ dần
ai bi anh huong/co loi ich	ai bị ảnh hưởng/có lợi ích
van hoa to chuc, luat, thi truong	văn hóa tổ chức, luật, thị trường
Vong doi	Vòng đời
Giai doan	Giai đoạn
chi phi thap	chi phí thấp
dinh cao nhan su/chi phi	đỉnh cao nhân sự/chi phí
PM can nang luc kien thuc + thuc thi + con nguoi	PM cần năng lực kiến thức + thực thi + con người
lanh dao, giao tiep, dam phan, xung dot, dong luc	lãnh đạo, giao tiếp, đàm phán, xung đột, động lực
ho tro/kiem soat nhieu du an	hỗ trợ/kiểm soát nhiều dự án
To chuc	Tổ chức
PM yeu quyen	PM yếu quyền
PM manh quyen	PM mạnh quyền
Trien khai & EVM	Triển khai & EVM
Nhom quy trinh	Nhóm quy trình
khoi dong	khởi động
la tai lieu tong	là tài liệu tổng
SPI/CPI < 1 la cham/qua chi phi	SPI/CPI < 1 là chậm/quá chi phí
Hay ra de tinh so	Hay ra đề tính số
Cac knowledge area	Các knowledge area
hop nhat ke hoach	hợp nhất kế hoạch
dieu phoi thay doi tong the	điều phối thay đổi tổng thể
dong du an	đóng dự án
thu thap requirement	thu thập requirement
chia viec cay	chia việc cây
baseline pham vi	baseline phạm vi
chong scope creep	chống scope creep
dinh nghia activity	định nghĩa activity
quan he	quan hệ
uoc luong, lich	ước lượng, lịch
uoc luong	ước lượng
ngan sach, kiem soat	ngân sách, kiểm soát
nhan su/team	nhân sự/team
Quan ly dich vu IT de giao dung cam ket voi khach hang	Quản lý dịch vụ IT để giao đúng cam kết với khách hàng
va cai tien lien tuc	và cải tiến liên tục
Muc dich va SLA	Mục đích và SLA
phuong thuc tao gia tri cho KH bang ket qua KH muon dat	phương thức tạo giá trị cho KH bằng kết quả KH muốn đạt
thuong vo hinh	thường vô hình
dich vu dua tren IT	dịch vụ dựa trên IT
nang luc + quy trinh de thiet ke, chuyen giao, van hanh, cai tien dich vu dung nhu cau KH	năng lực + quy trình để thiết kế, chuyển giao, vận hành, cải tiến dịch vụ đúng nhu cầu KH
thoa thuan ghi nhan muc dich vu giua nha cung cap va KH	thỏa thuận ghi nhận mức dịch vụ giữa nhà cung cấp và KH
co the nam trong hop dong	có thể nằm trong hợp đồng
Noi dung SLA thuong gom	Nội dung SLA thường gồm
ben tham gia	bên tham gia
pham vi/ten dich vu	phạm vi/tên dịch vụ
mo ta dich vu	mô tả dịch vụ
thoi gian cung cap	thời gian cung cấp
to chuc lien lac & uu tien	tổ chức liên lạc & ưu tiên
bao mat	bảo mật
muc tieu & cach danh gia	mục tiêu & cách đánh giá
tinh phi	tính phí
loai tru trach nhiem	loại trừ trách nhiệm
yeu cau muc dich vu	yêu cầu mức dịch vụ
He thong quan ly dich vu (SMS)	Hệ thống quản lý dịch vụ (SMS)
yeu cau va huong dan SMS	yêu cầu và hướng dẫn SMS
chung nhan he thong quan ly dich vu IT	chứng nhận hệ thống quản lý dịch vụ IT
Tiep can process + PDCA	Tiếp cận process + PDCA
lap ke hoach SM	lập kế hoạch SM
trien khai	triển khai
do luong, review	đo lường, review
cai tien hieu luc/hieu qua	cải tiến hiệu lực/hiệu quả
4 buoc xay dung	4 bước xây dựng
lech hien trang vs yeu cau	lệch hiện trạng vs yêu cầu
thiet lap to chuc/SMS	thiết lập tổ chức/SMS
trien khai ke hoach	triển khai kế hoạch
van hanh cac process	vận hành các process
thu vien best practice quan ly dich vu IT	thư viện best practice quản lý dịch vụ IT
diem tiep xuc chinh	điểm tiếp xúc chính
voi nguoi dung	với người dùng
khoi phuc dich vu NHANH, giam anh huong	khôi phục dịch vụ NHANH, giảm ảnh hưởng
khong bat buoc tim goc loi ngay	không bắt buộc tìm gốc lỗi ngay
tim root cause, ngan lap lai	tìm root cause, ngăn lặp lại
thay doi co kiem soat	thay đổi có kiểm soát
ghi cau hinh	ghi cấu hình
dam bao dung SLA lau dai	đảm bảo đúng SLA lâu dài
phan biet Incident vs Problem la cau 'an diem'	phân biệt Incident vs Problem là câu 'ăn điểm'
Thiet ke, process, van hanh, co so vat chat	Thiết kế, process, vận hành, cơ sở vật chất
thiet ke dich vu moi/thay doi va dua vao production an toan	thiết kế dịch vụ mới/thay đổi và đưa vào production an toàn
dao tao	đào tạo
giam sat	giám sát
backup dinh ky	backup định kỳ
dien	điện
lam mat	làm mát
an ninh vat ly, moi truong	an ninh vật lý, môi trường
Kiem toan he thong va kiem soat noi bo dam bao tin cay, tuan thu, hieu qua	Kiểm toán hệ thống và kiểm soát nội bộ đảm bảo tin cậy, tuân thủ, hiệu quả
gan voi IT governance	gắn với IT governance
danh gia doc lap de dua ra y kien ve muc tieu kiem soat/tuan thu/tin cay thong tin	đánh giá độc lập để đưa ra ý kiến về mục tiêu kiểm soát/tuân thủ/tin cậy thông tin
noi bo	nội bộ
ben ngoai	bên ngoài
danh gia control cua he thong thong tin ve hieu luc, hieu qua, tin cay, an ninh, tuan thu	đánh giá control của hệ thống thông tin về hiệu lực, hiệu quả, tin cậy, an ninh, tuân thủ
Kiem toan vien can doc lap va dao duc nghe nghiep	Kiểm toán viên cần độc lập và đạo đức nghề nghiệp
Quy trinh	Quy trình
lap ke hoach	lập kế hoạch
khao sat so bo	khảo sát sơ bộ
thu thap bang chung	thu thập bằng chứng
phat hien	phát hiện
bao cao	báo cáo
toan moi truong IT	toàn môi trường IT
tren tung ung dung	trên từng ứng dụng
quy trinh do HĐQT/BGĐ/nhan vien thuc hien de dam bao hop ly	quy trình do HĐQT/BGĐ/nhân viên thực hiện để đảm bảo hợp lý
hieu qua van hanh	hiệu quả vận hành
tin cay bao cao tai chinh	tin cậy báo cáo tài chính
tuan thu phap luat	tuân thủ pháp luật
Thanh phan kieu COSO	Thành phần kiểu COSO
Loai control	Loại control
ngan	ngăn
phat hien	phát hiện
khac phuc	khắc phục
tach nguoi phe duyet / ghi so / giu tai san de giam gian lan	tách người phê duyệt / ghi sổ / giữ tài sản để giảm gian lận
Uy quyen, ghi chep, doi chieu doc lap	Ủy quyền, ghi chép, đối chiếu độc lập
khuon kho dieu huong IT tao gia tri kinh doanh va quan ly rui ro IT	khuôn khổ điều hướng IT tạo giá trị kinh doanh và quản lý rủi ro IT
board/executive chiu trach nhiem	board/executive chịu trách nhiệm
Can alignment IT-business	Cần alignment IT-business
do luong hieu qua dau tu IT	đo lường hiệu quả đầu tư IT
bao mat, tuan thu	bảo mật, tuân thủ
la bo thuc hanh pho bien	là bộ thực hành phổ biến
tham chieu COBIT	tham chiếu COBIT
la 1 cong cu dam bao IT governance van hanh that	là 1 công cụ đảm bảo IT governance vận hành thật
ON NHANH TRUOC THI	ÔN NHANH TRƯỚC THI
chuyen co so	chuyển cơ sở
Cach dung	Cách dùng
doc tung muc	đọc từng mục
tu viet lai so do	tự viết lại sơ đồ
lam bai Exercises cuoi chuong trong sach	làm bài Exercises cuối chương trong sách
File nay thay the ban	File này thay thế bản
chi tieu de	chỉ tiêu đề
moi dong la noi dung on that	mỗi dòng là nội dung ôn thật
Nguon	Nguồn
'''

from pathlib import Path
text = Path('TOM_TAT_ON_THI_FE_VOL1_VOL2.txt').read_text(encoding='utf-8')
# Sort by length descending so longer phrases match first
items = []
for line in pairs.strip().splitlines():
    if not line.strip() or '\t' not in line:
        continue
    a,b = line.split('\t',1)
    items.append((a,b))
items.sort(key=lambda x: -len(x[0]))
n=0
for a,b in items:
    if a in text:
        c = text.count(a)
        text = text.replace(a,b)
        n += c
Path('TOM_TAT_ON_THI_FE_VOL1_VOL2.txt').write_text(text, encoding='utf-8')
print('replacements', n)
# sample
print(text[:600])
print('---')
print('has diacritics', any(ord(ch)>127 for ch in text))
